iter	F1	Logloss
101	0.9940828402	0.04388206883
102	0.9940828402	0.04316993764
103	0.9940828402	0.04247388505
104	0.9940828402	0.04225259915
105	0.9940828402	0.04164935831
106	0.9940828402	0.04121755299
107	0.9940828402	0.04057675495
108	0.9940828402	0.04038305868
109	0.9940828402	0.03978341922
110	0.9940828402	0.03929371583
111	0.9940828402	0.03910004465
112	0.9940828402	0.0384489026
113	0.9940828402	0.038110206
114	0.9940828402	0.0378826752
115	0.9940828402	0.03742138126
116	0.9940828402	0.03690503773
117	0.9940828402	0.03661137296
118	0.9940828402	0.03635462125
119	0.9940828402	0.03607749939
120	0.9940828402	0.03580761792
121	0.9940828402	0.03536530127
122	0.9940828402	0.03482098328
123	0.9940828402	0.03454171147
124	0.9940828402	0.03425126536
125	0.9940828402	0.03383929897
126	0.9940828402	0.03345295421
127	0.9940828402	0.03322932595
128	0.9940828402	0.03305757464
129	0.9940828402	0.03279370174
130	0.9940828402	0.03235438832
131	0.9940828402	0.03209984093
132	0.9940828402	0.03168087257
133	0.9940828402	0.03144188095
134	0.9940828402	0.03110988726
135	0.9940828402	0.03092854901
136	0.9940828402	0.03051434693
137	0.9940828402	0.03028061934
138	0.9940828402	0.03017013324
139	0.9940828402	0.03001452747
140	0.9940828402	0.02984049027
141	0.9940828402	0.02969547322
142	0.9940828402	0.02921534212
143	0.9940828402	0.02878517017
144	0.9940828402	0.02852811521
145	0.9940828402	0.02825736372
146	0.9940828402	0.02793761304
147	0.9940828402	0.02762984393
148	0.9940828402	0.02742869812
149	0.9940828402	0.02710113191
150	0.9940828402	0.02692020567
151	0.9940828402	0.02675290275
152	0.9940828402	0.02665912478
153	0.9940828402	0.02652478636
154	0.9940828402	0.02615193317
155	0.9940828402	0.02604150354
156	0.9940828402	0.0258424784
157	0.9940828402	0.02561696998
158	0.9940828402	0.02532473782
159	0.9940828402	0.02518147335
160	0.9940828402	0.0250196917
161	0.9940828402	0.02484727324
162	0.9940828402	0.02453105073
163	0.9940828402	0.02427306301
164	0.9940828402	0.02410675768
165	0.9940828402	0.02385744714
166	0.9940828402	0.02363004183
167	0.9940828402	0.02349039128
168	0.9940828402	0.02316621521
169	0.9940828402	0.02305502013
170	0.9940828402	0.02295555357
171	0.9940828402	0.02286908919
172	0.9940828402	0.02277869718
173	0.9940828402	0.02257719375
174	0.9940828402	0.02240800021
175	0.9940828402	0.02229445441
176	0.9940828402	0.02210957126
177	0.9940828402	0.02202832908
178	0.9940828402	0.02190243989
179	0.9940828402	0.0216611561
180	0.9940828402	0.02148003118
181	0.9940828402	0.02132400295
182	0.9940828402	0.02123627746
183	0.9940828402	0.02103640531
184	0.9940828402	0.02088537133
185	0.9940828402	0.02075181509
186	0.9940828402	0.02067734484
187	0.9940828402	0.02053879018
188	0.9940828402	0.02032366761
189	0.9940828402	0.0201103018
190	0.9940828402	0.02002499396
191	0.9940828402	0.01984286727
192	0.9940828402	0.01974473502
193	0.9940828402	0.01956644602
194	0.9940828402	0.01949132953
195	0.9940828402	0.01939301323
196	0.9940828402	0.01924567474
197	0.9940828402	0.01918009917
198	0.9940828402	0.018950546
199	0.9940828402	0.01877396358
200	0.9940828402	0.01857761751
201	0.9940828402	0.01841793144
202	0.9940828402	0.01835669342
203	0.9940828402	0.01831108227
204	0.9940828402	0.01820447152
205	0.9940828402	0.01802913348
206	0.9940828402	0.01785634066
207	0.9940828402	0.01775003316
208	0.9940828402	0.01764371102
209	0.9940828402	0.01755598135
210	0.9970501475	0.01737906954
211	0.9970501475	0.0172845648
212	0.9970501475	0.01721501769
213	0.9970501475	0.0171726712
214	0.9970501475	0.01711178035
215	0.9970501475	0.01700467185
216	1	0.0168728682
217	1	0.01683121083
218	1	0.01674893237
219	1	0.0166401999
220	1	0.01647619616
221	1	0.01637382152
222	1	0.01624731223
223	1	0.01606120143
224	1	0.01592754899
225	1	0.01581245138
226	1	0.01571795397
227	1	0.01565994714
228	1	0.01557288463
229	1	0.01550724632
230	1	0.01547917881
231	1	0.01538199395
232	1	0.01521597097
233	1	0.0151198726
234	1	0.01498236363
235	1	0.01486165273
236	1	0.01472607098
237	1	0.0146009211
238	1	0.01454306799
239	1	0.01448516888
240	1	0.01438344361
241	1	0.01428860112
242	1	0.01418412255
243	1	0.01413043549
244	1	0.01408051399
245	1	0.01406225405
246	1	0.01395471682
247	1	0.01384371833
248	1	0.01380350088
249	1	0.01374118788
250	1	0.01368670087
251	1	0.01356817128
252	1	0.01350193066
253	1	0.0133875347
254	1	0.01328047535
255	1	0.01319465512
256	1	0.01308743891
257	1	0.01299698416
258	1	0.01292180074
259	1	0.01284252552
260	1	0.0127418836
261	1	0.01262733393
262	1	0.01253366261
263	1	0.01245616612
264	1	0.01240809131
265	1	0.01237517282
266	1	0.01230840934
267	1	0.01223181528
268	1	0.01215928688
269	1	0.01205774776
270	1	0.01197924739
271	1	0.01194740597
272	1	0.01190847158
273	1	0.01185625792
274	1	0.0117869419
275	1	0.01172587014
276	1	0.01170837252
277	1	0.01164162159
278	1	0.01161882752
279	1	0.01154232862
280	1	0.01146981172
281	1	0.01144415245
282	1	0.01136922732
283	1	0.0112896844
284	1	0.01123928919
285	1	0.01121797164
286	1	0.01115132842
287	1	0.0111093793
288	1	0.01104822493
289	1	0.01101664388
290	1	0.0109428983
291	1	0.0108941302
292	1	0.01085372975
293	1	0.01078327392
294	1	0.010759133
295	1	0.01068743384
296	1	0.01066770784
297	1	0.0106335962
298	1	0.01059663087
299	1	0.01052706179
300	1	0.01042096448
301	1	0.01038589603
302	1	0.01034067179
303	1	0.01028553749
304	1	0.01022873427
305	1	0.0101724037
306	1	0.01012874904
307	1	0.01007966828
308	1	0.01001768991
309	1	0.009975878816
310	1	0.009937605314
311	1	0.00991081564
312	1	0.009858177419
313	1	0.009820553294
314	1	0.009791924242
315	1	0.009698491347
316	1	0.009658464214
317	1	0.009608208087
318	1	0.009555210147
319	1	0.009507239911
320	1	0.009462557341
321	1	0.00942582624
322	1	0.009358487631
323	1	0.009290884461
324	1	0.00926047459
325	1	0.009223380633
326	1	0.009196917216
327	1	0.009146729059
328	1	0.009124034329
329	1	0.009085705406
330	1	0.009065251601
331	1	0.009026033836
332	1	0.008972017389
333	1	0.008954953729
334	1	0.008914676675
335	1	0.008868159955
336	1	0.008834627637
337	1	0.008801815803
338	1	0.008728349418
339	1	0.008693653241
340	1	0.008654727225
341	1	0.008624611717
342	1	0.008605082307
343	1	0.008570592654
344	1	0.008550195318
345	1	0.008518482509
346	1	0.008502879164
347	1	0.008483283875
348	1	0.008452691007
349	1	0.008396470756
350	1	0.008376534571
351	1	0.008346686238
352	1	0.00830147716
353	1	0.008280460249
354	1	0.008231699467
355	1	0.008187962206
356	1	0.008135918985
357	1	0.008070539487
358	1	0.008033334686
359	1	0.007984223596
360	1	0.007951429539
361	1	0.007917296468
362	1	0.007889198629
363	1	0.00785447631
364	1	0.007838090261
365	1	0.007804368149
366	1	0.007773035974
367	1	0.007732638142
368	1	0.007710457371
369	1	0.00769746199
370	1	0.007665620561
371	1	0.007647046395
372	1	0.007615155295
373	1	0.007590529166
374	1	0.007575383312
375	1	0.007553066078
376	1	0.007527868476
377	1	0.007500418446
378	1	0.007487248956
379	1	0.007465023743
380	1	0.007420171248
381	1	0.007406784777
382	1	0.007357110057
383	1	0.00733384856
384	1	0.007321171593
385	1	0.007293417266
386	1	0.007254091794
387	1	0.007239990067
388	1	0.007190924465
389	1	0.007172343501
390	1	0.007163636517
391	1	0.007147760245
392	1	0.007122805244
393	1	0.007098742222
394	1	0.007069646789
395	1	0.007053603729
396	1	0.00702326235
397	1	0.007000479782
398	1	0.006973877288
399	1	0.006958040752
400	1	0.006917779906
401	1	0.00690287979
402	1	0.006862331901
403	1	0.006819286367
404	1	0.006773362034
405	1	0.006725412712
406	1	0.006715855055
407	1	0.006692273575
408	1	0.006665504815
409	1	0.00664174975
410	1	0.006632497436
411	1	0.00662223132
412	1	0.006599179485
413	1	0.00657191036
414	1	0.006558777993
415	1	0.006534922018
416	1	0.00651155752
417	1	0.006499769395
418	1	0.006487264445
419	1	0.006465482084
420	1	0.006439245584
421	1	0.006426420651
422	1	0.006406564462
423	1	0.006376231972
424	1	0.006356210039
425	1	0.006345597276
426	1	0.006327453413
427	1	0.006317322714
428	1	0.006299199765
429	1	0.006270655937
430	1	0.006230177587
431	1	0.006211235858
432	1	0.00619370791
433	1	0.006171583084
434	1	0.006150692178
435	1	0.006130832329
436	1	0.006118914537
437	1	0.006109275316
438	1	0.006099995814
439	1	0.006088793801
440	1	0.006067652974
441	1	0.006037969338
442	1	0.006011432723
443	1	0.006002486798
444	1	0.005989242018
445	1	0.005977425659
446	1	0.005944788979
447	1	0.005935363602
448	1	0.005917306009
449	1	0.005897626542
450	1	0.0058829638
451	1	0.005843754923
452	1	0.005831671911
453	1	0.005827998906
454	1	0.005806177332
455	1	0.005770118613
456	1	0.005735019843
457	1	0.00570195495
458	1	0.00569112259
459	1	0.005685686542
460	1	0.005662843324
461	1	0.005643566449
462	1	0.00560523648
463	1	0.005585027368
464	1	0.00557713289
465	1	0.0055558556
466	1	0.005544340401
467	1	0.00552755176
468	1	0.005511026633
469	1	0.005486220121
470	1	0.00547426939
471	1	0.005466354521
472	1	0.005458817147
473	1	0.005448095108
474	1	0.005429208279
475	1	0.005412570217
476	1	0.005398219092
477	1	0.005377244531
478	1	0.005361731638
479	1	0.005340332525
480	1	0.005327990181
481	1	0.005301640745
482	1	0.005293127738
483	1	0.005279640357
484	1	0.005265701758
485	1	0.005257060653
486	1	0.005230401692
487	1	0.005207872182
488	1	0.005193841039
489	1	0.005185104776
490	1	0.005176204338
491	1	0.005150338014
492	1	0.00512542641
493	1	0.005120256491
494	1	0.005104399564
495	1	0.005086286026
496	1	0.005067973806
497	1	0.005048931168
498	1	0.005035255039
499	1	0.005011854465
500	1	0.004985446993
501	1	0.004968756124
502	1	0.004953494197
503	1	0.004941327007
504	1	0.004932822888
505	1	0.004913825738
506	1	0.004899554085
507	1	0.004892470544
508	1	0.00488020715
509	1	0.004864146835
510	1	0.004849320964
511	1	0.004831319838
512	1	0.00481901723
513	1	0.004809650936
514	1	0.004800474435
515	1	0.004791445899
516	1	0.004773063095
517	1	0.004766157322
518	1	0.004756584502
519	1	0.004742720148
520	1	0.004735154018
521	1	0.00471552945
522	1	0.004697725438
523	1	0.004670056335
524	1	0.004665748069
525	1	0.004653713159
526	1	0.004648885706
527	1	0.004632101247
528	1	0.004625755967
529	1	0.004612659153
530	1	0.004600771686
531	1	0.00457873679
532	1	0.004567943644
533	1	0.00455410125
534	1	0.004530946414
535	1	0.004516895403
536	1	0.004506190618
537	1	0.004496919481
538	1	0.0044823268
539	1	0.004477915011
540	1	0.004468522574
541	1	0.00445631617
542	1	0.004447409981
543	1	0.004443117401
544	1	0.004420340061
545	1	0.004410192109
546	1	0.004402555395
547	1	0.004389332575
548	1	0.004383997436
549	1	0.004367824448
550	1	0.004356635244
551	1	0.004345282651
552	1	0.004333949664
553	1	0.004327249632
554	1	0.004308699254
555	1	0.004294635434
556	1	0.00428116034
557	1	0.004268965177
558	1	0.004251970011
559	1	0.004244825558
560	1	0.004235289337
561	1	0.004212886095
562	1	0.004207469654
563	1	0.004197864156
564	1	0.004180325751
565	1	0.004173914591
566	1	0.004169110143
567	1	0.004163040404
568	1	0.004151870284
569	1	0.004145762638
570	1	0.00413743864
571	1	0.004127181674
572	1	0.004125516666
573	1	0.004117651467
574	1	0.004111880796
575	1	0.004099878564
576	1	0.004093902676
577	1	0.004081341781
578	1	0.004071529497
579	1	0.004060478848
580	1	0.00405236033
581	1	0.004045446975
582	1	0.004043796606
583	1	0.004033855963
584	1	0.004025289887
585	1	0.004007190466
586	1	0.003997138195
587	1	0.00399327435
588	1	0.00398465808
589	1	0.003976123898
590	1	0.003965219123
591	1	0.003951808078
592	1	0.003948022922
593	1	0.00394485917
594	1	0.003940758214
595	1	0.003932938241
596	1	0.003929391503
597	1	0.00392693804
598	1	0.00391686198
599	1	0.003906976236
600	1	0.003888788453
601	1	0.003871031236
602	1	0.003860510755
603	1	0.003854030057
604	1	0.003839722328
605	1	0.003833428025
606	1	0.003823609206
607	1	0.003810355015
608	1	0.003800580115
609	1	0.003793219725
610	1	0.00378104051
611	1	0.003776472127
612	1	0.003769343882
613	1	0.003757330932
614	1	0.003748319651
615	1	0.003741403421
616	1	0.003733180594
617	1	0.003728210665
618	1	0.003710263392
619	1	0.003705611354
620	1	0.003699681215
621	1	0.003696225453
622	1	0.003686957192
623	1	0.003683411761
624	1	0.00367542317
625	1	0.003668290481
626	1	0.003659129143
627	1	0.003651708364
628	1	0.003647149655
629	1	0.003641709424
630	1	0.003635898494
631	1	0.003630207557
632	1	0.003625360759
633	1	0.003613217881
634	1	0.003606944231
635	1	0.003596167293
636	1	0.003590216762
637	1	0.00358251992
638	1	0.003577793376
639	1	0.003574169519
640	1	0.003566615414
641	1	0.003559190976
642	1	0.003548950741
643	1	0.003546203438
644	1	0.003539412691
645	1	0.003531342013
646	1	0.003524833081
647	1	0.003515206147
648	1	0.003510820238
649	1	0.003499199947
650	1	0.003493402088
651	1	0.003489543994
652	1	0.003482148051
653	1	0.003477503333
654	1	0.003471918535
655	1	0.003466867564
656	1	0.003459414108
657	1	0.003452447946
658	1	0.003444447329
659	1	0.003435604928
660	1	0.003420872385
661	1	0.003412605378
662	1	0.003403345482
663	1	0.003397161762
664	1	0.003390060966
665	1	0.003376246544
666	1	0.003366401321
667	1	0.003358367242
668	1	0.003352256721
669	1	0.003346320307
670	1	0.003338649608
671	1	0.003326564504
672	1	0.003321672218
673	1	0.003314759648
674	1	0.003305756471
675	1	0.003295792561
676	1	0.003288725228
677	1	0.003280449593
678	1	0.003273768906
679	1	0.003266644844
680	1	0.003262469382
681	1	0.003253673775
682	1	0.003248017608
683	1	0.003244430872
684	1	0.003238901496
685	1	0.003233796149
686	1	0.003229568402
687	1	0.003218593827
688	1	0.00321454777
689	1	0.003206619045
690	1	0.003201862961
691	1	0.00319534331
692	1	0.003192616136
693	1	0.003187467655
694	1	0.003183265266
695	1	0.003180153537
696	1	0.003174933948
697	1	0.003168636247
698	1	0.003163354961
699	1	0.00315843784
700	1	0.003152489924
701	1	0.003147303012
702	1	0.003137596867
703	1	0.003132713991
704	1	0.003128246519
705	1	0.003124891927
706	1	0.003119915724
707	1	0.003116369247
708	1	0.003111309388
709	1	0.003108942718
710	1	0.003099072921
711	1	0.003095066077
712	1	0.003085845395
713	1	0.003078360829
714	1	0.003075506081
715	1	0.00307280897
716	1	0.00306496913
717	1	0.003063246085
718	1	0.003057327187
719	1	0.003051873885
720	1	0.003047037281
721	1	0.003042877766
722	1	0.003038005871
723	1	0.003034130785
724	1	0.003031766206
725	1	0.003025970699
726	1	0.003022639375
727	1	0.003009484002
728	1	0.003000588271
729	1	0.002998508905
730	1	0.002993167492
731	1	0.00298906366
732	1	0.00298603428
733	1	0.002984673831
734	1	0.002978606444
735	1	0.002972642581
736	1	0.002969191524
737	1	0.002963507907
738	1	0.002955155414
739	1	0.002950921393
740	1	0.002945309145
741	1	0.002943231871
742	1	0.002937329966
743	1	0.002931510147
744	1	0.002925157024
745	1	0.002921498397
746	1	0.002917073536
747	1	0.002912322157
748	1	0.002907821745
749	1	0.002904609891
750	1	0.002900331167
751	1	0.002897854437
752	1	0.002889823495
753	1	0.00288861075
754	1	0.002884842586
755	1	0.002879165767
756	1	0.00287451216
757	1	0.00287069511
758	1	0.002868957164
759	1	0.002866816625
760	1	0.002861306333
761	1	0.002859975162
762	1	0.002855130978
763	1	0.002848749882
764	1	0.002841013043
765	1	0.00283759937
766	1	0.002832460822
767	1	0.002827614546
768	1	0.002823421307
769	1	0.002817575346
770	1	0.002809492381
771	1	0.002805753758
772	1	0.002800695206
773	1	0.002795842394
774	1	0.002789322221
775	1	0.002779800902
776	1	0.002775249774
777	1	0.002771983021
778	1	0.002765982036
779	1	0.002762001335
780	1	0.002758101413
781	1	0.002752107486
782	1	0.002750326928
783	1	0.002746766597
784	1	0.002741507271
785	1	0.002739192101
786	1	0.00273541348
787	1	0.002732104377
788	1	0.002728975917
789	1	0.002722877159
790	1	0.002720755182
791	1	0.002715805905
792	1	0.002712890244
793	1	0.002710016934
794	1	0.002706427323
795	1	0.002702057362
796	1	0.002698314817
797	1	0.002695548691
798	1	0.002694491754
799	1	0.002692356444
800	1	0.002690109245
801	1	0.002686012732
802	1	0.002681745249
803	1	0.002678622018
804	1	0.002677193336
805	1	0.002673175251
806	1	0.002669770467
807	1	0.00266769816
808	1	0.002662841427
809	1	0.002658404802
810	1	0.00265675025
811	1	0.00265427535
812	1	0.002652490871
813	1	0.002649853365
814	1	0.002646313425
815	1	0.002641678641
816	1	0.002636960724
817	1	0.002632778988
818	1	0.002627462933
819	1	0.002622455097
820	1	0.002621129678
821	1	0.002617021925
822	1	0.002612461124
823	1	0.002608541595
824	1	0.002603679895
825	1	0.002597826092
826	1	0.002596450479
827	1	0.002591576493
828	1	0.002586581728
829	1	0.002581883679
830	1	0.002577076878
831	1	0.002573135913
832	1	0.002564658198
833	1	0.002562224342
834	1	0.002559203066
835	1	0.002553896684
836	1	0.002543161313
837	1	0.00253867371
838	1	0.002537211828
839	1	0.002534062716
840	1	0.002530046722
841	1	0.002529368066
842	1	0.002526136344
843	1	0.002525170906
844	1	0.00252120223
845	1	0.002519227434
846	1	0.002517535498
847	1	0.002514408607
848	1	0.002510865268
849	1	0.002508560816
850	1	0.002505121524
851	1	0.002501458191
852	1	0.002500610393
853	1	0.002497089798
854	1	0.002494463272
855	1	0.0024883104
856	1	0.002486007778
857	1	0.002485071881
858	1	0.002480407033
859	1	0.002477135052
860	1	0.002474514539
861	1	0.002469242665
862	1	0.002466264001
863	1	0.002465334378
864	1	0.002463060513
865	1	0.002456805685
866	1	0.002452622119
867	1	0.002449804754
868	1	0.002446812496
869	1	0.002443796187
870	1	0.002440022795
871	1	0.002435270632
872	1	0.002432889321
873	1	0.00243089335
874	1	0.00242406522
875	1	0.002420777292
876	1	0.002416845476
877	1	0.002413593363
878	1	0.00241029158
879	1	0.002408322012
880	1	0.002404536072
881	1	0.002400146765
882	1	0.002397436322
883	1	0.002396529704
884	1	0.00239236313
885	1	0.002385903869
886	1	0.002383315249
887	1	0.002381217061
888	1	0.002378870259
889	1	0.002370422085
890	1	0.002366211331
891	1	0.002362939611
892	1	0.002360221848
893	1	0.002358669252
894	1	0.002355341064
895	1	0.002352589055
896	1	0.002348406012
897	1	0.002345765108
898	1	0.002344679937
899	1	0.002340975038
900	1	0.00233773129
901	1	0.002336051903
902	1	0.002330604875
903	1	0.002328025929
904	1	0.002325076544
905	1	0.002323221219
906	1	0.00232031863
907	1	0.002317321928
908	1	0.002314042365
909	1	0.002311516226
910	1	0.002308111965
911	1	0.002302284826
912	1	0.002298550125
913	1	0.002296495594
914	1	0.002292836706
915	1	0.002290461931
916	1	0.002287095837
917	1	0.002284944842
918	1	0.002282223681
919	1	0.002274364756
920	1	0.002271907633
921	1	0.002270554764
922	1	0.002266707128
923	1	0.002264051322
924	1	0.002261750792
925	1	0.002256100638
926	1	0.002253771874
927	1	0.00225311021
928	1	0.002249776533
929	1	0.002247115499
930	1	0.002245706424
931	1	0.002242489865
932	1	0.00223828094
933	1	0.002236566784
934	1	0.002233478584
935	1	0.002227446751
936	1	0.002223809037
937	1	0.00222267681
938	1	0.002220230929
939	1	0.002218911522
940	1	0.002217277362
941	1	0.002213522008
942	1	0.002210217348
943	1	0.002208859774
944	1	0.002205799546
945	1	0.002203432353
946	1	0.002200821513
947	1	0.002198222698
948	1	0.002196075623
949	1	0.002190575004
950	1	0.002185100788
951	1	0.00218447141
952	1	0.002183102594
953	1	0.002179834273
954	1	0.002177873202
955	1	0.002175851349
956	1	0.002171875484
957	1	0.00217104847
958	1	0.002168922571
959	1	0.002168057258
960	1	0.002166973133
961	1	0.002163732261
962	1	0.00216001416
963	1	0.002157308292
964	1	0.002152618478
965	1	0.002149711706
966	1	0.002144014365
967	1	0.002141330979
968	1	0.002138246178
969	1	0.002135329471
970	1	0.002132979663
971	1	0.002129517365
972	1	0.002126758951
973	1	0.002124900358
974	1	0.002123240708
975	1	0.002120372888
976	1	0.002119050083
977	1	0.002115070036
978	1	0.002112286917
979	1	0.00211050662
980	1	0.002106741986
981	1	0.002106111562
982	1	0.002102047466
983	1	0.002098926457
984	1	0.002096283723
985	1	0.002092636991
986	1	0.002089796098
987	1	0.002088842815
988	1	0.002085458291
989	1	0.002082528906
990	1	0.002080553979
991	1	0.002078758389
992	1	0.002076155915
993	1	0.002073629645
994	1	0.002071428325
995	1	0.002070869924
996	1	0.002068018966
997	1	0.002065260682
998	1	0.002062896495
999	1	0.002061323116
1000	1	0.002060200562
1001	1	0.00205761338
1002	1	0.002054694975
1003	1	0.002053138718
1004	1	0.002050059406
1005	1	0.002046838926
1006	1	0.00204506987
1007	1	0.002041515943
1008	1	0.002038828114
1009	1	0.002037064156
1010	1	0.002034882443
1011	1	0.002033488139
1012	1	0.002031294923
1013	1	0.002028434684
1014	1	0.002027467155
1015	1	0.002023559521
1016	1	0.0020230287
1017	1	0.002021623285
1018	1	0.002018885131
1019	1	0.002014833846
1020	1	0.002011958183
1021	1	0.002009643928
1022	1	0.002007913433
1023	1	0.002006101634
1024	1	0.002004000963
1025	1	0.002002812399
1026	1	0.001999486826
1027	1	0.001998274211
1028	1	0.001994267106
1029	1	0.00199367472
1030	1	0.001991012248
1031	1	0.0019868577
1032	1	0.001985744688
1033	1	0.001982389573
1034	1	0.001981500209
1035	1	0.001977992032
1036	1	0.001974832985
1037	1	0.001973403128
1038	1	0.001969744239
1039	1	0.001967346067
1040	1	0.001964387271
1041	1	0.001962418619
1042	1	0.001960648518
1043	1	0.001957639006
1044	1	0.001956428744
1045	1	0.001954166905
1046	1	0.001951279217
1047	1	0.001948676481
1048	1	0.001943818833
1049	1	0.001939661278
1050	1	0.001937465187
1051	1	0.001934665337
1052	1	0.001931890061
1053	1	0.001930392233
1054	1	0.001928232741
1055	1	0.001926296766
1056	1	0.001925055395
1057	1	0.00192255749
1058	1	0.001920279442
1059	1	0.001918807364
1060	1	0.001916783944
1061	1	0.001913008591
1062	1	0.001907409806
1063	1	0.001904820795
1064	1	0.001900763888
1065	1	0.001899520425
1066	1	0.001897727711
1067	1	0.001894202149
1068	1	0.001893379971
1069	1	0.001891174337
1070	1	0.001888469646
1071	1	0.001886018797
1072	1	0.001883178557
1073	1	0.001881654979
1074	1	0.001879340201
1075	1	0.001877210511
1076	1	0.001875937377
1077	1	0.001873499992
1078	1	0.001871779822
1079	1	0.001871203514
1080	1	0.001868146553
1081	1	0.001863960373
1082	1	0.001861359205
1083	1	0.001858018208
1084	1	0.001856929116
1085	1	0.001854639696
1086	1	0.001852693657
1087	1	0.001851504048
1088	1	0.001850425936
1089	1	0.001847660202
1090	1	0.001844360509
1091	1	0.001842956663
1092	1	0.001840403859
1093	1	0.001839934472
1094	1	0.001838994654
1095	1	0.001836364468
1096	1	0.001832971186
1097	1	0.001831142264
1098	1	0.001829673585
1099	1	0.001827674477
1100	1	0.00182542231
1101	1	0.00182303917
1102	1	0.001822580502
1103	1	0.001819810716
1104	1	0.001818456671
1105	1	0.001817061974
1106	1	0.001813638367
1107	1	0.001809529568
1108	1	0.001808528576
1109	1	0.001806099948
1110	1	0.00180246877
1111	1	0.001799885641
1112	1	0.001798382323
1113	1	0.001796553271
1114	1	0.001794795849
1115	1	0.001792951634
1116	1	0.001791672226
1117	1	0.001790030484
1118	1	0.001787833477
1119	1	0.001786353165
1120	1	0.0017841657
1121	1	0.001782410762
1122	1	0.00178047897
1123	1	0.00177953902
1124	1	0.001777578995
1125	1	0.001775763798
1126	1	0.001773833314
1127	1	0.001772918984
1128	1	0.001770848899
1129	1	0.001769980841
1130	1	0.001766717748
1131	1	0.001763784964
1132	1	0.001762426475
1133	1	0.001761130204
1134	1	0.001760094704
1135	1	0.001757946192
1136	1	0.001756443005
1137	1	0.001754641925
1138	1	0.001750350652
1139	1	0.00174890537
1140	1	0.001747819677
1141	1	0.001744890161
1142	1	0.001744148763
1143	1	0.001741687326
1144	1	0.001740886323
1145	1	0.001737011629
1146	1	0.001735511056
1147	1	0.001732505466
1148	1	0.001730763598
1149	1	0.001730210164
1150	1	0.001727794085
1151	1	0.001726966678
1152	1	0.001723511961
1153	1	0.001722726906
1154	1	0.001721684086
1155	1	0.001721185812
1156	1	0.00171980301
1157	1	0.001717644564
1158	1	0.001715437754
